中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,476 Mbps,60928 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,48 ms,495 Mbps,63385 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,440 Mbps,56422 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,400 Mbps,51200 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,50 ms,517 Mbps,66252 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,59 ms,6 Mbps,830 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,389 Mbps,49868 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,45 Mbps,5799 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,48 ms,564 Mbps,72294 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,54 ms,350 Mbps,44851 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,52 ms,423 Mbps,54169 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,427 Mbps,54681 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,212 Mbps,27238 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,202 Mbps,25907 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,161 Mbps,20684 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,149 ms,43 Mbps,5570 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,113 ms,46 Mbps,5976 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,155 ms,160 Mbps,20480 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,40 Mbps,5221 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,42 Mbps,5411 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,42 Mbps,5488 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,0 Mbps,95 kB/s
