中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,72 Mbps,9254 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,941 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,764 Mbps,97792 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,345 Mbps,44236 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,71 ms,374 Mbps,47923 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,71 ms,344 Mbps,44032 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,402 Mbps,51507 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,270 Mbps,34611 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,321 Mbps,41164 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,74 ms,344 Mbps,44032 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,45 Mbps,5842 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,264 Mbps,33792 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,206 Mbps,26419 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,216 Mbps,27750 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,45 Mbps,5857 kB/s
158.101.201.244,443,158.101.201.244,NL,Amsterdam,中转,90 ms,210 Mbps,26931 kB/s
140.238.173.181,443,140.238.173.181,CH,Zurich,中转,119 ms,216 Mbps,27750 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,168 ms,150 Mbps,19251 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,49 Mbps,6371 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,153 Mbps,19660 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,44 Mbps,5665 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,41 Mbps,5303 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,214 ms,34 Mbps,4370 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,215 ms,36 Mbps,4618 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,232 ms,21 Mbps,2713 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,38 Mbps,4954 kB/s
8.219.203.101,443,47.245.125.52,SG,Singapore,隧道,241 ms,51 Mbps,6585 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,240 ms,7 Mbps,906 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,244 ms,26 Mbps,3455 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,202 ms,76 Mbps,9800 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,227 ms,6 Mbps,861 kB/s
