中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,896 Mbps,114688 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,23 ms,920 Mbps,117760 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,43 ms,920 Mbps,117760 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,14 ms,480 Mbps,61542 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,34 ms,509 Mbps,65228 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,12 ms,1408 Mbps,180224 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,35 ms,467 Mbps,59801 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,17 ms,75 Mbps,9635 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,63 ms,38 Mbps,4871 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,27 ms,631 Mbps,80793 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,200 Mbps,25702 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,324 Mbps,41574 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,73 ms,356 Mbps,45568 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,72 ms,368 Mbps,47206 kB/s
152.70.242.38,443,132.226.226.133,KR,Seoul,隧道,135 ms,153 Mbps,19660 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,48 Mbps,6150 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,159 ms,36 Mbps,4682 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,120 ms,46 Mbps,5900 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,133 ms,142 Mbps,18227 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,161 ms,41 Mbps,5296 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,154 ms,124 Mbps,15872 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,141 ms,132 Mbps,16998 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,133 ms,38 Mbps,4895 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,142 ms,19 Mbps,2448 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,108 Mbps,13926 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,179 ms,124 Mbps,15872 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,160 ms,40 Mbps,5142 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,177 ms,104 Mbps,13414 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,179 ms,3 Mbps,388 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,183 ms,41 Mbps,5322 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,178 ms,41 Mbps,5272 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,358 ms,0 Mbps,14 kB/s
