中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,51 ms,495 Mbps,63385 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:11a,US,Los Angeles,隧道,49 ms,89 Mbps,11468 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,478 Mbps,61235 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,22 ms,1176 Mbps,150528 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,48 ms,350 Mbps,44851 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,449 Mbps,57548 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,716 Mbps,91648 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,305 Mbps,39116 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,53 ms,512 Mbps,65536 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,354 Mbps,45363 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,68 Mbps,8743 kB/s
141.144.198.61,443,2a0b:21c0:1007:c9:0:b683:2e71:7ede,DE,Frankfurt,隧道,118 ms,98 Mbps,12595 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,22 ms,936 Mbps,119808 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,51 ms,53 Mbps,6802 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,210 Mbps,26931 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,64 ms,180 Mbps,23142 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,112 ms,47 Mbps,6102 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,47 Mbps,6140 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,189 Mbps,24268 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,136 ms,46 Mbps,5949 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,119 ms,49 Mbps,6281 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,133 ms,46 Mbps,5894 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,137 ms,190 Mbps,24371 kB/s
152.70.62.177,443,2a0b:21c0:1007:c8:0:ad7:cc39:830d,DE,Frankfurt,隧道,116 ms,215 Mbps,27545 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,220 Mbps,28160 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,136 Mbps,17408 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,41 Mbps,5336 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,107 ms,4 Mbps,530 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,41 Mbps,5323 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,173 ms,40 Mbps,5148 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,185 ms,93 Mbps,11980 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,151 ms,2 Mbps,317 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,172 ms,36 Mbps,4662 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,218 ms,63 Mbps,8101 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,201 ms,39 Mbps,5115 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,214 ms,19 Mbps,2477 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,234 ms,38 Mbps,4911 kB/s
158.101.130.149,443,2602:ffe4:407:21d9:0:e650:98e1:b44a,SG,Singapore,隧道,244 ms,67 Mbps,8622 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,333 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,240 ms,10 Mbps,1290 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,210 ms,4 Mbps,538 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,194 ms,7 Mbps,905 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,1116 ms,310 Mbps,39731 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,0 ms,0 Mbps,13 kB/s
