中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,41 ms,492 Mbps,62976 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,118 ms,44 Mbps,5706 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,122 ms,412 Mbps,52838 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:1b,US,Los Angeles,隧道,54 ms,66 Mbps,8475 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,186 ms,126 Mbps,16179 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,171 Mbps,21913 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,253 Mbps,32460 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,660 Mbps,84582 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,87 ms,395 Mbps,50585 kB/s
129.146.46.164,443,129.146.46.164,US,Seattle,中转,135 ms,257 Mbps,32972 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,18 ms,76 Mbps,9810 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,25 ms,715 Mbps,91545 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,202 Mbps,25907 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,91 ms,450 Mbps,57651 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,61 ms,425 Mbps,54476 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,57 ms,340 Mbps,43520 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,174 Mbps,22323 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,116 ms,151 Mbps,19353 kB/s
129.146.16.219,443,129.146.16.219,US,Seattle,中转,59 ms,45 Mbps,5855 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,365 Mbps,46796 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,43 Mbps,5558 kB/s
47.90.141.204,443,91.149.239.238,US,San Jose,隧道,45 ms,35 Mbps,4532 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,120 ms,163 Mbps,20889 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,45 Mbps,5780 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,219 ms,2 Mbps,283 kB/s
152.70.49.31,443,2a0b:21c0:1007:1ca:0:e3c7:1c2e:126b,DE,Frankfurt,隧道,124 ms,143 Mbps,18329 kB/s
143.47.176.161,443,2a0b:21c0:1007:1c8:0:c807:578:8d86,DE,Frankfurt,隧道,116 ms,175 Mbps,22425 kB/s
158.101.220.192,443,2a0b:21c0:100a:1b3:0:6eca:3026:7ea1,DE,Frankfurt,隧道,124 ms,182 Mbps,23347 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,120 ms,42 Mbps,5473 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,141 ms,44 Mbps,5650 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,337 Mbps,43212 kB/s
