中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,8 ms,8 Mbps,1113 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,788 Mbps,100966 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,303 Mbps,38809 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,451 Mbps,57753 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,371 Mbps,47513 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,267 Mbps,34201 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,71 ms,350 Mbps,44851 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,275 Mbps,35225 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,353 Mbps,45260 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,255 Mbps,32665 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,84 ms,282 Mbps,36147 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,81 ms,480 Mbps,61440 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,45 Mbps,5780 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,46 Mbps,5932 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,171 ms,38 Mbps,4917 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,170 ms,120 Mbps,15462 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,110 Mbps,14131 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,181 ms,39 Mbps,5008 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,38 Mbps,4979 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,32 Mbps,4157 kB/s
150.230.107.89,443,2602:ffe4:407:20d9:0:436f:8bf8:ddad,SG,Singapore,隧道,229 ms,61 Mbps,7846 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,242 ms,12 Mbps,1597 kB/s
