中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,963 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,68 Mbps,8760 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,778 Mbps,99635 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,417 Mbps,53452 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,48 ms,464 Mbps,59494 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,46 ms,460 Mbps,58982 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,56 ms,467 Mbps,59801 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,52 ms,519 Mbps,66457 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,48 ms,415 Mbps,53145 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,60 ms,289 Mbps,37068 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,326 Mbps,41779 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,46 Mbps,5950 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,215 Mbps,27545 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,178 Mbps,22835 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,108 ms,44 Mbps,5709 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,119 ms,186 Mbps,23859 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,133 Mbps,17100 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,164 ms,40 Mbps,5124 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,151 ms,40 Mbps,5210 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,38 Mbps,4926 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,44 Mbps,5667 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,39 Mbps,5027 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,195 ms,40 Mbps,5133 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,198 ms,11 Mbps,1433 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,39 Mbps,5002 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,31 Mbps,4015 kB/s
