中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,21 ms,354 Mbps,45363 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,40 ms,629 Mbps,80588 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,25 ms,613 Mbps,78540 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,880 Mbps,112640 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,624 Mbps,79974 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,21 ms,1216 Mbps,155648 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,560 Mbps,71680 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,23 ms,1456 Mbps,186368 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,42 ms,615 Mbps,78745 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,60 ms,5 Mbps,726 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,57 ms,420 Mbps,53862 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,141 ms,128 Mbps,16384 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,121 ms,236 Mbps,30310 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,220 Mbps,28262 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,48 Mbps,6170 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,47 Mbps,6056 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,154 ms,176 Mbps,22630 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,150 Mbps,19251 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,153 ms,47 Mbps,6077 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,148 ms,46 Mbps,5987 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,179 ms,41 Mbps,5259 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,146 ms,42 Mbps,5452 kB/s
