中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,2 ms,416 Mbps,53248 kB/s
35.230.79.26,443,35.212.183.25,US,Seattle,隧道,24 ms,952 Mbps,121856 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,6 ms,1800 Mbps,230400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2504 Mbps,320512 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,14 ms,912 Mbps,116736 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,26 ms,952 Mbps,121856 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,58 ms,378 Mbps,48435 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,4 ms,1704 Mbps,218112 kB/s
35.197.23.75,443,35.212.183.25,US,Seattle,隧道,23 ms,912 Mbps,116736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,702 Mbps,89907 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,64 ms,6 Mbps,802 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,105 ms,42 Mbps,5484 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,41 Mbps,5335 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,196 Mbps,25088 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,117 ms,40 Mbps,5196 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,40 Mbps,5167 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,42 Mbps,5413 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,163 ms,51 Mbps,6613 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,144 Mbps,18534 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,160 ms,46 Mbps,5902 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,180 ms,107 Mbps,13721 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,211 ms,37 Mbps,4842 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,141 ms,148 Mbps,18944 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,164 ms,44 Mbps,5660 kB/s
