中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,88 Mbps,11264 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,31 ms,593 Mbps,75980 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,60 ms,51 Mbps,6611 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,9 ms,70 Mbps,9086 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,12 ms,767 Mbps,98201 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,260 Mbps,33382 kB/s
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,85 ms,370 Mbps,47411 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,395 Mbps,50585 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,44 Mbps,5664 kB/s
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,79 ms,347 Mbps,44441 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,212 Mbps,27136 kB/s
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,76 ms,296 Mbps,37888 kB/s
150.230.113.116,443,98.98.156.30,DE,Frankfurt,隧道,96 ms,208 Mbps,26624 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,322 Mbps,41267 kB/s
129.146.46.164,443,129.146.46.164,284 Mbps,36454 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,238 Mbps,30515 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,227 Mbps,29081 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,103 ms,46 Mbps,5892 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,266 Mbps,34099 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,81 ms,247 Mbps,31641 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,89 ms,311 Mbps,39833 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,95 ms,334 Mbps,42803 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,252 Mbps,32358 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,47 Mbps,6084 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,102 ms,45 Mbps,5845 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,132 Mbps,16998 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,185 ms,45 Mbps,5789 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,107 ms,44 Mbps,5669 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,102 ms,1 Mbps,185 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,162 ms,156 Mbps,19968 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,194 ms,44 Mbps,5710 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,185 ms,41 Mbps,5282 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,203 ms,68 Mbps,8733 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,289 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,173 ms,37 Mbps,4794 kB/s
130.162.144.191,443,2a09:bac5:4731:1482::20b:a3,KR,Seoul,隧道,214 ms,37 Mbps,4771 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,195 ms,78 Mbps,9992 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,217 ms,76 Mbps,9748 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,250 ms,58 Mbps,7517 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,45 Mbps,5857 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,213 ms,39 Mbps,5079 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,31 Mbps,3972 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,232 ms,29 Mbps,3726 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,252 ms,48 Mbps,6224 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,228 ms,28 Mbps,3686 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,232 ms,0 Mbps,3 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,155 ms,0 Mbps,41 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,7 Mbps,1008 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,225 ms,20 Mbps,2618 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,252 ms,2 Mbps,299 kB/s
