中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.196.48,US,Seattle,隧道,50 ms,395 Mbps,50585 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,420 Mbps,53862 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,39 ms,308 Mbps,39526 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,732 Mbps,93798 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1016 Mbps,130048 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26b:67,US,Los Angeles,隧道,18 ms,72 Mbps,9304 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,55 ms,468 Mbps,59904 kB/s
35.230.79.26,443,35.212.196.48,US,Seattle,隧道,46 ms,422 Mbps,54067 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,227 Mbps,29081 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,49 ms,396 Mbps,50790 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,19 ms,758 Mbps,97075 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,16 ms,364 Mbps,46592 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,63 ms,49 Mbps,6309 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,75 ms,312 Mbps,40038 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,71 ms,48 Mbps,6163 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,29 ms,505 Mbps,64716 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,29 Mbps,3748 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,20 ms,840 Mbps,107520 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,30 ms,84 Mbps,10752 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,74 ms,13 Mbps,1705 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,29 Mbps,3743 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,139 Mbps,17817 kB/s
158.101.201.45,443,2606:f240:f00:dd8d:0:2c50:d676:2ce4,US,Frankfurt,隧道,171 ms,124 Mbps,15872 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,164 ms,148 Mbps,18944 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,183 ms,130 Mbps,16691 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,149 ms,176 Mbps,22630 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,139 ms,22 Mbps,2851 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,138 Mbps,17715 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,187 ms,3 Mbps,413 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,158 ms,124 Mbps,15974 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,162 ms,36 Mbps,4731 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,153 ms,40 Mbps,5194 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,174 ms,3 Mbps,506 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,153 ms,106 Mbps,13619 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,169 ms,90 Mbps,11571 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,171 ms,34 Mbps,4421 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,37 Mbps,4829 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,38 Mbps,4912 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,142 ms,176 Mbps,22528 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,227 ms,11 Mbps,1457 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,100 Mbps,12902 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,172 ms,110 Mbps,14131 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,145 ms,46 Mbps,5955 kB/s
146.56.188.34,443,2607:a400:a:6c:0:c000:4ebf:afc1,US,Los Angeles,隧道,169 ms,102 Mbps,13107 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,174 ms,43 Mbps,5553 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,175 ms,44 Mbps,5716 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,169 ms,41 Mbps,5332 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,177 ms,40 Mbps,5232 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,169 ms,111 Mbps,14233 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,162 ms,8 Mbps,1040 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,223 ms,36 Mbps,4716 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,162 ms,107 Mbps,13721 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,175 ms,77 Mbps,9932 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,191 ms,40 Mbps,5124 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,253 ms,67 Mbps,8601 kB/s
130.162.144.191,443,2a09:bac1:3f60::20b:87,KR,Seoul,隧道,173 ms,37 Mbps,4808 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,272 ms,28 Mbps,3675 kB/s
8.222.171.165,443,47.84.40.188,SG,Singapore,隧道,281 ms,13 Mbps,1710 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,157 ms,36 Mbps,4705 kB/s
129.151.148.35,443,129.151.148.35,AE,Amsterdam,中转,274 ms,29 Mbps,3821 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,272 ms,8 Mbps,1136 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,277 ms,0 Mbps,18 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,370 ms,0 Mbps,16 kB/s
