中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,1104 Mbps,141312 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,14 ms,614 Mbps,78643 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,134 ms,204 Mbps,26112 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,63 ms,536 Mbps,68710 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,127 ms,49 Mbps,6367 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,56 ms,545 Mbps,69836 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,43 Mbps,5540 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,135 ms,193 Mbps,24780 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26a:85,US,Los Angeles,隧道,64 ms,76 Mbps,9827 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,151 ms,140 Mbps,18022 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,60 ms,552 Mbps,70656 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,55 ms,442 Mbps,56627 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,19 ms,4 Mbps,628 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,419 Mbps,53657 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,51 ms,512 Mbps,65638 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,30 ms,724 Mbps,92774 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,123 ms,42 Mbps,5412 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,478 Mbps,61235 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,26 ms,40 Mbps,5131 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,131 ms,2 Mbps,346 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,49 ms,45 Mbps,5874 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,23 ms,36 Mbps,4652 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,178 ms,121 Mbps,15564 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,45 ms,0 Mbps,69 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,292 Mbps,37376 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,122 ms,212 Mbps,27136 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,280 Mbps,35840 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,61 ms,360 Mbps,46182 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,116 ms,226 Mbps,28979 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,58 ms,411 Mbps,52633 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,114 ms,41 Mbps,5280 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,148 Mbps,19046 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,121 ms,212 Mbps,27136 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,202 ms,37 Mbps,4811 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,141 ms,90 Mbps,11571 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,115 ms,25 Mbps,3291 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,124 ms,184 Mbps,23552 kB/s
8.219.118.97,443,8.219.142.198,SG,Singapore,隧道,222 ms,61 Mbps,7836 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,118 ms,45 Mbps,5776 kB/s
130.162.135.9,443,130.162.135.9,KR,Seoul,中转,222 ms,16 Mbps,2057 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,125 ms,154 Mbps,19763 kB/s
8.212.48.236,443,47.76.21.103,HK,Hong Kong,隧道,229 ms,84 Mbps,10854 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,109 ms,1 Mbps,220 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,218 ms,2 Mbps,311 kB/s
146.56.129.186,443,146.56.129.186,KR,Seoul,中转,207 ms,74 Mbps,9548 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,237 ms,27 Mbps,3553 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,214 ms,9 Mbps,1205 kB/s
158.101.141.253,443,158.101.141.253,JP,Tokyo,中转,227 ms,67 Mbps,8638 kB/s
