中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1048 Mbps,134144 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,629 Mbps,80588 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,904 Mbps,115712 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,18 ms,78 Mbps,10035 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,9 ms,593 Mbps,75980 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,2 ms,888 Mbps,113664 kB/s
35.230.79.26,443,35.212.161.210,US,Seattle,隧道,36 ms,872 Mbps,111616 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,54 ms,717 Mbps,91852 kB/s
35.197.23.75,443,35.212.161.210,US,Seattle,隧道,42 ms,944 Mbps,120832 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,60 ms,340 Mbps,43622 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,110 ms,188 Mbps,24166 kB/s
129.80.177.42,443,129.80.177.42,US,Newark,中转,76 ms,38 Mbps,4927 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Tokyo,隧道,118 ms,3 Mbps,426 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,200 Mbps,25600 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,92 ms,17 Mbps,2274 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,150 ms,188 Mbps,24064 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,139 ms,124 Mbps,15974 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,13 Mbps,1671 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,142 ms,134 Mbps,17203 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,204 ms,3 Mbps,388 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,194 ms,116 Mbps,14950 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,178 ms,155 Mbps,19865 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,207 ms,36 Mbps,4713 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,155 ms,138 Mbps,17715 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,132 Mbps,16998 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,159 ms,3 Mbps,405 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,159 Mbps,20377 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,167 ms,39 Mbps,5040 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,176 ms,136 Mbps,17510 kB/s
158.101.221.74,443,2a0b:21c0:100a:1f9:0:f368:56b2:79ef,DE,Frankfurt,隧道,178 ms,132 Mbps,16998 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,40 Mbps,5202 kB/s
130.162.144.191,443,2a09:bac5:4737:1482::20b:9c,KR,Seoul,隧道,135 ms,41 Mbps,5304 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,143 ms,43 Mbps,5603 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,169 ms,3 Mbps,504 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,175 ms,41 Mbps,5276 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,169 ms,43 Mbps,5513 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,16 Mbps,2097 kB/s
141.144.204.88,443,98.98.156.22,DE,Frankfurt,隧道,160 ms,90 Mbps,11571 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,194 ms,21 Mbps,2777 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,137 ms,4 Mbps,551 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,174 ms,10 Mbps,1333 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,160 ms,46 Mbps,5968 kB/s
129.159.84.71,443,129.159.84.71,US,Seattle,中转,116 ms,1 Mbps,173 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,167 ms,39 Mbps,5117 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,223 ms,69 Mbps,8938 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,261 ms,19 Mbps,2547 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,182 ms,0 Mbps,122 kB/s
