中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,269 Mbps,34508 kB/s
35.197.23.75,443,34.168.0.3,US,Seattle,隧道,48 ms,447 Mbps,57241 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,16 ms,808 Mbps,103424 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,49 ms,584 Mbps,74752 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,358 Mbps,45875 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,106 ms,206 Mbps,26419 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,397 Mbps,50892 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,52 ms,9 Mbps,1173 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,437 Mbps,56012 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,63 ms,49 Mbps,6365 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,72 ms,637 Mbps,81612 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,34 ms,7 Mbps,949 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,48 Mbps,6189 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,374 Mbps,47923 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,211 Mbps,27033 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,173 ms,148 Mbps,18944 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,153 ms,158 Mbps,20275 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,85 ms,389 Mbps,49868 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,52 ms,48 Mbps,6147 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,428 Mbps,54886 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,52 ms,462 Mbps,59187 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,53 ms,50 Mbps,6417 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,52 ms,49 Mbps,6386 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,61 ms,272 Mbps,34816 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,120 Mbps,15462 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,145 ms,43 Mbps,5563 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,55 ms,375 Mbps,48025 kB/s
35.230.79.26,443,34.168.0.3,US,Seattle,隧道,56 ms,397 Mbps,50892 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,180 ms,45 Mbps,5790 kB/s
144.22.252.124,443,144.22.252.124,BR,S
