中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.224.237,US,Seattle,隧道,68 ms,348 Mbps,44544 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,3 ms,42 Mbps,5377 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,30 ms,670 Mbps,85811 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,81 ms,334 Mbps,42803 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,72 ms,41 Mbps,5329 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,610 Mbps,78131 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,65 ms,374 Mbps,47923 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,5 ms,46 Mbps,5926 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,41 ms,101 Mbps,13004 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,416 Mbps,53350 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,108 ms,48 Mbps,6265 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,216 Mbps,27648 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,75 ms,11 Mbps,1409 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,238 Mbps,30515 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,332 Mbps,42496 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,43 Mbps,5589 kB/s
144.22.252.124,443,144.22.252.124,BR,S
