中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,6 Mbps,887 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,48 ms,357 Mbps,45772 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,51 ms,366 Mbps,46899 kB/s
129.146.46.164,443,129.146.46.164,US,291 Mbps,37273 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,276 Mbps,35430 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,27 ms,60 Mbps,7709 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,41 ms,524 Mbps,67174 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,511 Mbps,65433 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,48 ms,396 Mbps,50790 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,263 Mbps,33689 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,474 Mbps,60723 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,156 Mbps,20070 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,111 ms,48 Mbps,6264 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,188 Mbps,24166 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,122 ms,228 Mbps,29286 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,173 Mbps,22220 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,143 ms,45 Mbps,5880 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,46 Mbps,5894 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,48 Mbps,6240 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,180 ms,39 Mbps,5105 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,185 ms,43 Mbps,5596 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,187 ms,10 Mbps,1404 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,40 Mbps,5231 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,247 ms,40 Mbps,5140 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,171 ms,7 Mbps,941 kB/s
