中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,568 Mbps,72806 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,554 Mbps,70963 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,37 ms,472 Mbps,60416 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,41 ms,840 Mbps,107520 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,25 ms,800 Mbps,102400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,15 ms,1432 Mbps,183296 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,840 Mbps,107520 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,26 ms,936 Mbps,119808 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,17 ms,451 Mbps,57753 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,67 ms,41 Mbps,5371 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,76 ms,332 Mbps,42598 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,227 Mbps,29081 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,73 ms,320 Mbps,41062 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,67 ms,334 Mbps,42803 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,118 ms,42 Mbps,5385 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,105 ms,4 Mbps,605 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,104 ms,47 Mbps,6060 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,130 ms,42 Mbps,5501 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,112 ms,45 Mbps,5879 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,147 ms,43 Mbps,5603 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,145 ms,137 Mbps,17612 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,113 Mbps,14540 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,153 ms,40 Mbps,5170 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,15 Mbps,1982 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,197 ms,88 Mbps,11264 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,185 ms,149 Mbps,19148 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,142 ms,140 Mbps,17920 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,167 ms,133 Mbps,17100 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,190 ms,3 Mbps,455 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,156 ms,34 Mbps,4395 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,160 ms,128 Mbps,16384 kB/s
158.101.130.149,443,2602:ffe4:407:20da:0:8169:f91b:a497,SG,Singapore,隧道,205 ms,85 Mbps,10956 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,168 ms,2 Mbps,380 kB/s
8.219.66.156,443,47.84.40.188,SG,Singapore,隧道,280 ms,8 Mbps,1083 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,171 ms,32 Mbps,4126 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,189 ms,0 Mbps,33 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,380 ms,0 Mbps,9 kB/s
