中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,971 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,93 Mbps,11980 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,318 Mbps,40755 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,263 Mbps,33689 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,761 Mbps,97484 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,204 Mbps,26214 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,326 Mbps,41779 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,75 ms,316 Mbps,40550 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,95 ms,43 Mbps,5604 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,70 ms,340 Mbps,43622 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,400 Mbps,51200 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,77 ms,365 Mbps,46796 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,50 Mbps,6512 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,66 ms,280 Mbps,35942 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,51 Mbps,6632 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,279 Mbps,35737 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,306 Mbps,39219 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,229 Mbps,29388 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,46 Mbps,6014 kB/s
168.138.220.199,443,141.147.171.71,JP,Tokyo,隧道,154 ms,116 Mbps,14848 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,40 Mbps,5203 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,126 Mbps,16179 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,39 Mbps,5105 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,168 ms,38 Mbps,4896 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,34 Mbps,4440 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,36 Mbps,4628 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,206 ms,37 Mbps,4813 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,235 ms,61 Mbps,7928 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,30 Mbps,3942 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,204 ms,83 Mbps,10649 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,203 ms,34 Mbps,4389 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,1217 ms,9 Mbps,1198 kB/s
