中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,273 Mbps,35020 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,1 Mbps,166 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,50 ms,570 Mbps,73011 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,46 ms,49 Mbps,6346 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,46 Mbps,6004 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,88 ms,274 Mbps,35123 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,378 Mbps,48435 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,96 ms,45 Mbps,5764 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,110 ms,224 Mbps,28672 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,84 ms,380 Mbps,48640 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,23 ms,532 Mbps,68198 kB/s
129.146.7.98,443,2a09:bac5:60ed:1173::1bd:f8,US,75 Mbps,9631 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,5 ms,70 Mbps,9004 kB/s
144.22.252.124,443,144.22.252.124,BR,S
