中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,538 Mbps,68915 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,339 Mbps,43417 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,189 Mbps,24268 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,339 Mbps,43417 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,55 ms,325 Mbps,41676 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,320 Mbps,40960 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,70 ms,333 Mbps,42700 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,252 Mbps,32358 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,286 Mbps,36659 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,255 Mbps,32665 kB/s
152.70.52.84,443,2606:f240:f00:a683:0:a57f:6ae3:6a0f,DE,Frankfurt,隧道,92 ms,208 Mbps,26624 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,92 ms,41 Mbps,5272 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,13 Mbps,1699 kB/s
129.146.46.164,443,129.146.46.164,112 Mbps,14336 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,48 Mbps,6221 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,250 Mbps,32051 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,227 Mbps,29081 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,46 Mbps,5944 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,61 ms,0 Mbps,80 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,176 ms,112 Mbps,14336 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,112 Mbps,14336 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,40 Mbps,5212 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,16 Mbps,2137 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,218 ms,29 Mbps,3758 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,33 Mbps,4278 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,17 Mbps,2209 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,238 ms,27 Mbps,3506 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,225 ms,0 Mbps,80 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,29 Mbps,3793 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,246 ms,26 Mbps,3385 kB/s
