中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,724 Mbps,92672 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,929 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,328 Mbps,42086 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,451 Mbps,57753 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,69 ms,325 Mbps,41676 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,68 ms,339 Mbps,43417 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,264 Mbps,33894 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,59 ms,356 Mbps,45568 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,252 Mbps,32358 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,353 Mbps,45260 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,250 Mbps,32051 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,75 ms,372 Mbps,47718 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,294 Mbps,37683 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,48 Mbps,6189 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,47 Mbps,6089 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,42 Mbps,5428 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,163 ms,39 Mbps,5028 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,181 ms,113 Mbps,14540 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,174 ms,45 Mbps,5868 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,43 Mbps,5584 kB/s
144.24.85.97,443,168.107.48.201,KR,Seoul,隧道,195 ms,75 Mbps,9652 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,39 Mbps,5119 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,222 ms,10 Mbps,1367 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,40 Mbps,5215 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,202 ms,69 Mbps,8927 kB/s
