中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,502 Mbps,64307 kB/s
129.146.46.164,443,129.146.46.164,US,268 Mbps,34406 kB/s
143.47.225.238,443,2a0b:21c0:1007:1c7:0:5e51:a360:e66,DE,Frankfurt,隧道,95 ms,183 Mbps,23449 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,198 Mbps,25395 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,72 ms,312 Mbps,39936 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,82 ms,632 Mbps,80896 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,261 Mbps,33484 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,962 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,657 Mbps,84172 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,260 Mbps,33280 kB/s
141.147.84.57,443,98.98.166.170,US,Frankfurt,隧道,97 ms,155 Mbps,19865 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,310 Mbps,39731 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,229 Mbps,29388 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,88 ms,328 Mbps,42086 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,203 Mbps,26009 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,205 Mbps,26316 kB/s
130.61.23.77,443,130.61.23.77,112 Mbps,14438 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,68 ms,41 Mbps,5343 kB/s
192.9.138.241,443,192.9.138.241,266 Mbps,34099 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,305 Mbps,39116 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,98 ms,43 Mbps,5568 kB/s
129.146.168.102,443,104.28.205.111,US,Los Angeles,隧道,88 ms,34 Mbps,4365 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,84 ms,308 Mbps,39526 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,216 Mbps,27750 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,35 ms,73 Mbps,9404 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,53 ms,452 Mbps,57856 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,85 ms,207 Mbps,26521 kB/s
144.21.33.173,443,2a0b:21c0:1007:1c9:0:c349:7923:a7ec,DE,Frankfurt,隧道,92 ms,172 Mbps,22118 kB/s
141.147.111.117,443,2606:f240:f00:83a7:0:3d8c:2f8:842,US,Frankfurt,隧道,98 ms,192 Mbps,24576 kB/s
130.162.52.206,443,2a0b:21c0:100a:1b0:0:cb7a:9c1e:4813,DE,Frankfurt,隧道,121 ms,199 Mbps,25497 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,100 Mbps,12902 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,44 Mbps,5711 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,93 ms,42 Mbps,5376 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,113 ms,218 Mbps,27955 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,99 ms,60 Mbps,7681 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,76 ms,248 Mbps,31744 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,94 ms,7 Mbps,972 kB/s
193.123.187.233,443,2a0b:21c0:100a:1b6:0:16b8:873c:519f,DE,Frankfurt,隧道,97 ms,110 Mbps,14131 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,96 ms,62 Mbps,7946 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,141 ms,110 Mbps,14131 kB/s
129.159.205.103,443,129.159.205.103,DE,Frankfurt,中转,182 ms,50 Mbps,6439 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,166 ms,28 Mbps,3597 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,184 ms,90 Mbps,11571 kB/s
64.110.79.188,443,64.110.79.188,KR,Seoul,中转,199 ms,81 Mbps,10444 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,149 ms,46 Mbps,5934 kB/s
144.22.252.124,443,144.22.252.124,BR,S
