中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,45 ms,592 Mbps,75776 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,26 ms,524 Mbps,67072 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,527 Mbps,67481 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,425 Mbps,54476 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,81 ms,341 Mbps,43724 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,64 ms,112 Mbps,14438 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,113 ms,225 Mbps,28876 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,244 Mbps,31232 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,103 ms,266 Mbps,34099 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,85 ms,312 Mbps,40038 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,75 ms,46 Mbps,5894 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,253 Mbps,32460 kB/s
141.147.34.224,443,23.236.112.222,DE,Frankfurt,隧道,111 ms,124 Mbps,15974 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,68 ms,43 Mbps,5548 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,114 ms,34 Mbps,4366 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,949 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,107 ms,47 Mbps,6064 kB/s
193.123.33.235,443,163.123.193.5,DE,Frankfurt,隧道,114 ms,265 Mbps,33996 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,82 ms,340 Mbps,43520 kB/s
144.22.252.124,443,144.22.252.124,BR,S
