中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,6 Mbps,894 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,816 Mbps,104448 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,397 Mbps,50892 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,434 Mbps,55603 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,48 ms,524 Mbps,67174 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,436 Mbps,55808 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,388 Mbps,49766 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,48 ms,527 Mbps,67481 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,51 ms,210 Mbps,26931 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,212 Mbps,27238 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,48 Mbps,6227 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,135 ms,173 Mbps,22220 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,240 Mbps,30720 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,45 Mbps,5860 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,144 Mbps,18432 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,42 Mbps,5403 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,150 ms,41 Mbps,5267 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,39 Mbps,5040 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,157 ms,41 Mbps,5348 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,35 Mbps,4522 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,207 ms,10 Mbps,1296 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,34 Mbps,4403 kB/s
8.219.170.223,443,47.245.127.33,SG,Singapore,隧道,215 ms,78 Mbps,10035 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,191 ms,79 Mbps,10137 kB/s
