中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,48 Mbps,6263 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,33 ms,297 Mbps,38092 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,6 ms,80 Mbps,10240 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,11 ms,864 Mbps,110592 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,11 ms,34 Mbps,4365 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,232 Mbps,29798 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,51 ms,506 Mbps,64819 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,233 Mbps,29900 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,71 ms,341 Mbps,43724 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,284 Mbps,36352 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,385 Mbps,49356 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Denver,中转,0 ms,197 Mbps,25292 kB/s
129.146.7.98,443,2a09:bac5:60ec:78::c:3a7,US,Los Angeles,隧道,74 ms,77 Mbps,9932 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,97 ms,24 Mbps,3162 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,42 Mbps,5440 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,83 ms,227 Mbps,29081 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,93 ms,312 Mbps,40038 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,91 ms,367 Mbps,47001 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,97 ms,49 Mbps,6297 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,250 Mbps,32051 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,96 ms,269 Mbps,34508 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,124 ms,81 Mbps,10444 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,86 ms,14 Mbps,1844 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,104 ms,49 Mbps,6338 kB/s
150.230.44.13,443,150.230.44.13,US,Denver,中转,80 ms,302 Mbps,38707 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,99 ms,261 Mbps,33484 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,98 ms,43 Mbps,5539 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,269 Mbps,34508 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,108 ms,47 Mbps,6049 kB/s
129.146.209.97,443,129.146.209.97,US,Denver,中转,72 ms,329 Mbps,42188 kB/s
130.162.231.167,443,2a0b:21c0:100a:1b0:0:27a1:85ae:26f,DE,Frankfurt,隧道,104 ms,117 Mbps,15052 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,106 Mbps,13619 kB/s
192.9.146.103,443,192.9.146.103,US,Dallas,中转,73 ms,305 Mbps,39116 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,100 Mbps,12902 kB/s
168.138.149.17,443,168.138.149.17,BR,S
