中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,568 Mbps,72704 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,21 ms,7 Mbps,921 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,59 Mbps,7654 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,312 Mbps,40038 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,427 Mbps,54681 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,258 Mbps,33075 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,49 ms,516 Mbps,66150 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,50 ms,555 Mbps,71065 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,440 Mbps,56320 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,76 ms,462 Mbps,59187 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,51 ms,485 Mbps,62156 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,39 Mbps,5074 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,182 Mbps,23347 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,41 Mbps,5278 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,198 Mbps,25395 kB/s
18.132.97.154,443,18.132.97.154,GB,London,中转,99 ms,221 Mbps,28364 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,50 Mbps,6426 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,259 Mbps,33177 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,183 ms,40 Mbps,5171 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,145 ms,140 Mbps,18022 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,38 Mbps,4959 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,120 ms,45 Mbps,5812 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,208 ms,35 Mbps,4509 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,32 Mbps,4158 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,33 Mbps,4296 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,196 ms,8 Mbps,1121 kB/s
