中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,22 ms,57 Mbps,7334 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,620 Mbps,79462 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,48 ms,557 Mbps,71372 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,53 ms,528 Mbps,67584 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,111 Mbps,14233 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,47 ms,502 Mbps,64307 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,536 Mbps,68710 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,415 Mbps,53145 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,171 Mbps,21913 kB/s
129.159.84.71,443,129.159.84.71,US,Milan,中转,29 ms,3 Mbps,393 kB/s
152.70.155.147,443,152.70.155.147,US,Phoenix,中转,98 ms,232 Mbps,29798 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,123 ms,27 Mbps,3487 kB/s
141.144.198.61,443,2606:f240:f00:83a7:0:b900:851a:b2ee,DE,Frankfurt,隧道,122 ms,172 Mbps,22016 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,123 ms,45 Mbps,5777 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,189 Mbps,24268 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,134 ms,136 Mbps,17408 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,111 ms,44 Mbps,5663 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,136 ms,156 Mbps,19968 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,49 ms,120 Mbps,15360 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,139 ms,39 Mbps,5023 kB/s
64.110.104.30,443,64.110.104.30,JP,Hong Kong,中转,143 ms,25 Mbps,3327 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,177 ms,26 Mbps,3392 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,185 ms,34 Mbps,4398 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,191 ms,38 Mbps,4955 kB/s
129.146.46.164,443,129.146.46.164,US,Paris,中转,196 ms,132 Mbps,16998 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,200 ms,9 Mbps,1273 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,15 Mbps,1946 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,47 Mbps,6115 kB/s
150.230.7.216,443,150.230.7.216,JP,Singapore,中转,153 ms,42 Mbps,5489 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,182 ms,31 Mbps,3979 kB/s
