中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1240 Mbps,158720 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,770 Mbps,98611 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,19 ms,51 Mbps,6564 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,528 Mbps,67584 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,59 ms,360 Mbps,46182 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,70 ms,287 Mbps,36761 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,241 Mbps,30924 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,347 Mbps,44441 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,286 Mbps,36659 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,71 ms,202 Mbps,25907 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,75 ms,376 Mbps,48230 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,40 Mbps,5192 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,352 Mbps,45056 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,74 ms,356 Mbps,45568 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,42 Mbps,5458 kB/s
143.47.190.37,443,163.123.193.4,DE,Frankfurt,隧道,90 ms,224 Mbps,28672 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,100 ms,46 Mbps,5948 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,264 Mbps,33894 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,177 ms,112 Mbps,14336 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,208 Mbps,26624 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,216 Mbps,27648 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,43 Mbps,5624 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,98 Mbps,12595 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,36 Mbps,4609 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,43 Mbps,5566 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,236 ms,28 Mbps,3656 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,197 ms,84 Mbps,10752 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,222 ms,33 Mbps,4268 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,224 ms,21 Mbps,2798 kB/s
8.219.52.156,443,8.222.240.96,SG,Singapore,隧道,236 ms,53 Mbps,6820 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,38 Mbps,4864 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,25 Mbps,3312 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,238 ms,2 Mbps,277 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,1295 ms,6 Mbps,880 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,364 ms,0 Mbps,11 kB/s
