中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,506 Mbps,64819 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,51 ms,508 Mbps,65126 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,51 ms,505 Mbps,64716 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,22 ms,730 Mbps,93491 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,568 Mbps,72704 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,56 ms,393 Mbps,50380 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,55 ms,496 Mbps,63590 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,25 ms,54 Mbps,7002 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,328 Mbps,41984 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,654 Mbps,83763 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,27 ms,856 Mbps,109568 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,173 Mbps,22220 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,132 ms,207 Mbps,26521 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,368 Mbps,47206 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,120 ms,165 Mbps,21196 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,178 Mbps,22835 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,186 Mbps,23859 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,148 ms,45 Mbps,5864 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,118 ms,43 Mbps,5544 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,122 ms,44 Mbps,5673 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,146 ms,1 Mbps,133 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,140 ms,0 Mbps,105 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,141 ms,32 Mbps,4129 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,171 ms,104 Mbps,13312 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,174 ms,1 Mbps,140 kB/s
168.138.50.249,443,168.138.50.249,JP,San Jose,中转,138 ms,37 Mbps,4773 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,192 ms,32 Mbps,4126 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,123 ms,44 Mbps,5705 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,244 ms,8 Mbps,1079 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,187 ms,39 Mbps,5036 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,185 ms,1 Mbps,171 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,313 ms,0 Mbps,10 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,200 Mbps,25600 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,0 ms,0 Mbps,28 kB/s
