中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,787 Mbps,100761 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,299 Mbps,38297 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,426 Mbps,54579 kB/s
35.230.79.26,443,35.212.154.209,US,Seattle,隧道,48 ms,534 Mbps,68403 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,445 Mbps,57036 kB/s
35.197.23.75,443,35.212.154.209,US,Seattle,隧道,50 ms,436 Mbps,55808 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,48 ms,1 Mbps,148 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,472 Mbps,60416 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,251 Mbps,32153 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,48 ms,519 Mbps,66457 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,51 ms,374 Mbps,47923 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,171 Mbps,21913 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,193 Mbps,24780 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,153 Mbps,19660 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,44 Mbps,5636 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,153 ms,160 Mbps,20480 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,48 Mbps,6215 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,42 Mbps,5439 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,44 Mbps,5728 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,38 Mbps,4865 kB/s
8.219.151.64,443,8.219.116.219,SG,Singapore,隧道,216 ms,16 Mbps,2091 kB/s
